index,state_time,prediction_time,stage,raw_endpoint_rmse,expression_endpoint_rmse,expression_pca_endpoint_distance,support_fraction,reference_pca_distance_median,reference_pca_distance_p90,zero_expression_fraction
0,1.0,1.0,initial_noise,1.3651613804919942,0.5749299334209952,12.425309181213379,0.0362484925545302,7.730174779891968,7.973842525482178,0.0
1,0.9800000190734863,0.9800000190734863,denoising,1.3454023433556017,0.5492985060426652,11.586977005004883,0.038547019190436245,7.6884400844573975,8.032530403137207,0.0
2,0.9599999785423279,0.9599999785423279,denoising,1.3251976657462146,0.5278444743080343,10.763395309448242,0.039632052223154364,7.60302734375,8.068245887756348,0.0
3,0.9399999976158142,0.9399999976158142,denoising,1.3045865028118444,0.5089416619299246,9.922334671020508,0.04090977611157718,7.373076915740967,8.055913352966309,0.0
4,0.9200000166893005,0.9200000166893005,denoising,1.2835552987774304,0.49228338272036026,9.090660095214844,0.04249652632130872,6.993617296218872,8.049139022827148,0.0
5,0.8999999761581421,0.8999999761581421,denoising,1.2621111759005377,0.47714114272690605,8.313833236694336,0.04417159317323825,6.611906290054321,7.980210447311402,0.0
6,0.8799999952316284,0.8799999952316284,denoising,1.2402654840755236,0.46383629610776766,7.637969017028809,0.04576899381291946,6.251970291137695,7.930650806427002,0.0
7,0.8600000143051147,0.8600000143051147,denoising,1.2180384925915297,0.4524834702221542,7.080831050872803,0.04727267066904362,6.037505865097046,7.855513715744019,0.0
8,0.8400000333786011,0.8400000333786011,denoising,1.195451799423906,0.44311693858369405,6.648609161376953,0.04856956533137584,5.859452247619629,7.710355949401856,0.0
9,0.8199999928474426,0.8199999928474426,denoising,1.1725222399792428,0.43485068509771174,6.317922115325928,0.04967589922399329,5.75091814994812,7.589938116073609,0.0
10,0.800000011920929,0.800000011920929,denoising,1.1492626428066375,0.42741090037372786,6.065310478210449,0.0505975710465604,5.689542293548584,7.51917872428894,0.0
11,0.7800000309944153,0.7800000309944153,denoising,1.1256826320565276,0.4203836936989168,5.863282203674316,0.05135096607592282,5.647608041763306,7.4612571716308596,0.0
12,0.7599999904632568,0.7599999904632568,denoising,1.1017899949344714,0.41376900937715033,5.703913688659668,0.05200768797189597,5.61686372756958,7.407524490356446,0.0
13,0.7400000095367432,0.7400000095367432,denoising,1.0775920948519755,0.4072600067372273,5.566046714782715,0.05259854105494966,5.585078239440918,7.446087598800659,0.0
14,0.7200000286102295,0.7200000286102295,denoising,1.053095370590797,0.40112989783377667,5.450571060180664,0.053131881816275164,5.576446533203125,7.403180456161499,0.0
15,0.699999988079071,0.699999988079071,denoising,1.0283065508949694,0.39481066779832463,5.34674596786499,0.05363884228187919,5.560209274291992,7.382742071151733,0.0
16,0.6800000071525574,0.6800000071525574,denoising,1.003232929950965,0.38856803589451183,5.245780944824219,0.05414367266149329,5.545918941497803,7.375216341018676,0.0
