source,celltype,gene_id,gene_symbol,gene_symbol_canonical,log2_fold_change,bootstrap_ci_low,bootstrap_ci_high,stratified_permutation_p,n_SLE,n_HC,bootstraps,permutations,seed
real,B cell,ENSG00000138642,HERC6,HERC6,1.8432783815218423,1.2548934121410782,2.330308829171998,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000165949,IFI27,IFI27,7.3508716792547,5.5334038967821675,8.603039181017953,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000216490,IFI30,IFI30,0.32687333916083766,-0.04372168396844649,0.6689655607310749,0.192,30,12,1000,999,20260918
real,B cell,ENSG00000068079,IFI35,IFI35,1.2327879768173822,0.7493274599116676,1.6221982131145767,0.007,30,12,1000,999,20260918
real,B cell,ENSG00000137965,IFI44,IFI44,3.0085537359276566,2.3734951370318202,3.5278842102551176,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000137959,IFI44L,IFI44L,3.519896642730568,2.8138645239466054,4.2230562836158745,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000115267,IFIH1,IFIH1,0.7829003189185318,0.4302769656999654,1.0908707981452608,0.015,30,12,1000,999,20260918
real,B cell,ENSG00000119922,IFIT2,IFIT2,1.3668802603709713,0.9015472446062209,1.7338857390785685,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000119917,IFIT3,IFIT3,2.9942405754296093,2.2123687518378654,3.6579166044037468,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000185885,IFITM1,IFITM1,2.2426325162833574,1.5828392357435912,2.893770989202448,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000185201,IFITM2,IFITM2,0.6883785442817006,0.43187994677846137,0.9266194349942025,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000142089,IFITM3,IFITM3,2.2078118690027,1.5062622514831043,2.9884560343415565,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000164136,IL15,IL15,0.4625294907433334,0.06945214317174885,0.8219734562339593,0.098,30,12,1000,999,20260918
real,B cell,ENSG00000077238,IL4R,IL4R,-0.46370126279859636,-0.8213792997528595,-0.10693594379402525,0.1,30,12,1000,999,20260918
real,B cell,ENSG00000104432,IL7,IL7,-0.5645898300871649,-1.026058352908596,-0.10572255833742598,0.072,30,12,1000,999,20260918
real,B cell,ENSG00000185507,IRF7,IRF7,1.5514376194289354,1.1089264799352598,1.9021143539257788,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000187608,ISG15,ISG15,2.388804245563592,1.5215196605987067,3.0206430795090418,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000172183,ISG20,ISG20,0.7896060111872534,0.5044516734731892,1.0552547373480206,0.006,30,12,1000,999,20260918
real,B cell,ENSG00000078081,LAMP3,LAMP3,1.8792249079713066,1.1675928729660459,2.535716684344823,0.004,30,12,1000,999,20260918
real,B cell,ENSG00000002549,LAP3,LAP3,1.1795719391964077,0.7237774391779627,1.5768363198562436,0.011,30,12,1000,999,20260918
real,B cell,ENSG00000139679,LPAR6,LPAR6,0.2639472672756833,-0.1417834604401431,0.6923892360341525,0.357,30,12,1000,999,20260918
real,B cell,ENSG00000155363,MOV10,MOV10,1.0370018711282445,0.5034112360978533,1.5399781572693463,0.01,30,12,1000,999,20260918
real,B cell,ENSG00000157601,MX1,MX1,2.1003454277622904,1.525259533113117,2.515772384014052,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000089127,OAS1,OAS1,1.4722256475144855,0.9505956653172685,1.9120990840290397,0.002,30,12,1000,999,20260918
real,B cell,ENSG00000135114,OASL,OASL,2.484324841379053,1.6432265865871658,3.1119183613765067,0.002,30,12,1000,999,20260918
real,B cell,ENSG00000059378,PARP12,PARP12,0.6925147669104047,0.35455639650733306,0.9873288633748484,0.008,30,12,1000,999,20260918
real,B cell,ENSG00000173193,PARP14,PARP14,0.5362026819882187,0.31246537953492703,0.740152859524999,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000138496,PARP9,PARP9,1.4905739681060053,1.0172278272050619,1.9040909836426463,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000188313,PLSCR1,PLSCR1,1.6857549383203512,1.1829603049696285,2.1137818639075543,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000138035,PNPT1,PNPT1,0.6297613854801363,0.2739911600546445,0.9539602215601314,0.014,30,12,1000,999,20260918
real,B cell,ENSG00000104312,RIPK2,RIPK2,0.36050763005804515,0.1133658159907504,0.5997444034855456,0.057,30,12,1000,999,20260918
real,B cell,ENSG00000092098,RNF31,RNF31,0.303581654358878,-0.2570174960935439,0.839227272657306,0.409,30,12,1000,999,20260918
real,B cell,ENSG00000134321,RSAD2,RSAD2,3.5766045410878813,2.7654026345456346,4.2036681285159245,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000205413,SAMD9,SAMD9,0.3706628332525831,0.061316861540731876,0.6632420685845588,0.104,30,12,1000,999,20260918
real,B cell,ENSG00000177409,SAMD9L,SAMD9L,1.0269114825784822,0.6393859441509934,1.3310916535578297,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000188404,SELL,SELL,-0.06530224638320951,-0.3051763391676495,0.16754932539726122,0.667,30,12,1000,999,20260918
real,B cell,ENSG00000135899,SP110,SP110,0.27106079225125873,0.0676761959616084,0.45492408215580205,0.083,30,12,1000,999,20260918
real,B cell,ENSG00000170581,STAT2,STAT2,0.6230943402038214,0.29655115764832507,0.8945537886050879,0.009,30,12,1000,999,20260918
real,B cell,ENSG00000196116,TDRD7,TDRD7,1.0974124511625405,0.7086020256505905,1.4724509409073034,0.002,30,12,1000,999,20260918
real,B cell,ENSG00000146859,TMEM140,TMEM140,0.7869783536955905,0.40520945840682887,1.1331276209569767,0.01,30,12,1000,999,20260918
real,B cell,ENSG00000135148,TRAFD1,TRAFD1,0.42231182092566383,0.13219723448048468,0.6884717610277599,0.048,30,12,1000,999,20260918
real,B cell,ENSG00000106785,TRIM14,TRIM14,0.690459172248162,0.3967255748004014,0.9305078811911028,0.003,30,12,1000,999,20260918
real,B cell,ENSG00000121060,TRIM25,TRIM25,0.8166515090506551,0.45246777600061594,1.1624940856693922,0.004,30,12,1000,999,20260918
real,B cell,ENSG00000132256,TRIM5,TRIM5,0.1540154288388702,-0.26496534457184284,0.47662414219541765,0.594,30,12,1000,999,20260918
real,B cell,ENSG00000182179,UBA7,UBA7,0.4857699445798325,0.2515532153415848,0.7173962946096891,0.005,30,12,1000,999,20260918
real,B cell,ENSG00000184979,USP18,USP18,3.6511417374696524,2.8671559914167277,4.319376259424651,0.001,30,12,1000,999,20260918
real,B cell,ENSG00000140105,WARS,WARS1,0.8014981255293347,0.18555814742649931,1.3447792633546654,0.104,30,12,1000,999,20260918
generated,Monocyte,ENSG00000019582,CD74,CD74,-0.03910337835800228,-0.14779265825035612,0.08173716682225916,0.595,30,12,1000,999,20260919
generated,Monocyte,ENSG00000134326,CMPK2,CMPK2,2.5269330823143616,2.051640360936363,3.0269741176684293,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000137200,CMTR1,CMTR1,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000184371,CSF1,CSF1,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000169245,CXCL10,CXCL10,0.22016350046649089,-0.4174332073901613,0.8913252872189453,0.586,30,12,1000,999,20260919
generated,Monocyte,ENSG00000169248,CXCL11,CXCL11,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000137628,DDX60,DDX60,2.6003295829438087,2.105939839133847,3.046343022745596,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000055332,EIF2AK2,EIF2AK2,0.9534449168779228,0.697923516356066,1.21092854644707,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000133106,EPSTI1,EPSTI1,1.8138605737205011,1.368324915236004,2.246513968664004,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000112773,FAM46A,TENT5A,0.8616045560031039,0.23223768227818165,1.5403654982730857,0.052,30,12,1000,999,20260919
generated,Monocyte,ENSG00000162645,GBP2,GBP2,0.39496127107769435,0.2444849035760571,0.5685410821349072,0.002,30,12,1000,999,20260919
generated,Monocyte,ENSG00000162654,GBP4,GBP4,0.9950324972289017,0.6898566435023854,1.2909536425442565,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000137198,GMPR,GMPR,0.1547880231785683,0.03812367898087139,0.28172372782507105,0.184,30,12,1000,999,20260919
generated,Monocyte,ENSG00000130589,HELZ2,HELZ2,0.8671734982071985,0.5062301502792257,1.192329146573076,0.019,30,12,1000,999,20260919
generated,Monocyte,ENSG00000138642,HERC6,HERC6,0.11978182075806283,0.025444610441546143,0.20843155913695896,0.539,30,12,1000,999,20260919
generated,Monocyte,ENSG00000165949,IFI27,IFI27,3.419495375108385,2.302035028267173,4.504546146206297,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000216490,IFI30,IFI30,-0.32784442255794644,-0.5135689911674786,-0.1385868523636931,0.031,30,12,1000,999,20260919
generated,Monocyte,ENSG00000068079,IFI35,IFI35,1.0070984086781734,0.6875802595699121,1.3197822986373868,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000137965,IFI44,IFI44,2.156849526363557,1.6601753814956541,2.7046305094075893,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000137959,IFI44L,IFI44L,2.1186057796566957,1.647281639464904,2.6170012936027924,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000115267,IFIH1,IFIH1,1.1169492136639059,0.42020217535589843,1.8198358506881611,0.026,30,12,1000,999,20260919
generated,Monocyte,ENSG00000119922,IFIT2,IFIT2,2.2521952442067525,1.5047568723509568,3.0108622385197323,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000119917,IFIT3,IFIT3,2.5140202236982554,1.862630633879055,3.1290448717556174,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000185885,IFITM1,IFITM1,0.2553629682326658,-0.1669941927543013,0.6851965408538643,0.365,30,12,1000,999,20260919
generated,Monocyte,ENSG00000185201,IFITM2,IFITM2,0.2414176166525306,0.12419068496559382,0.3649624763089061,0.004,30,12,1000,999,20260919
generated,Monocyte,ENSG00000142089,IFITM3,IFITM3,0.573156070591277,0.397100656464797,0.7304353486098976,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000164136,IL15,IL15,0.13157149356800085,0.0,0.28198033204831935,0.511,30,12,1000,999,20260919
generated,Monocyte,ENSG00000077238,IL4R,IL4R,0.06861948265744419,-0.24313965123836045,0.4060297112423654,0.761,30,12,1000,999,20260919
generated,Monocyte,ENSG00000104432,IL7,IL7,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000185507,IRF7,IRF7,0.8847624422737416,0.6227395644878088,1.1417501080109338,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000187608,ISG15,ISG15,1.156178570061219,0.8947588851964148,1.4154020526831272,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000172183,ISG20,ISG20,0.6876410837263247,0.48450062449357895,0.9004319048081906,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000078081,LAMP3,LAMP3,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000002549,LAP3,LAP3,0.7025499209035745,0.4730091465288772,0.9272756970934832,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000139679,LPAR6,LPAR6,0.1910939517766774,-0.04661204081878685,0.43034757396252,0.19,30,12,1000,999,20260919
generated,Monocyte,ENSG00000155363,MOV10,MOV10,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000157601,MX1,MX1,1.6274999058053443,1.214545202918676,2.047121943311679,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000089127,OAS1,OAS1,0.9953518306523289,0.6513670341172662,1.3202091717419853,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000135114,OASL,OASL,2.431615182744628,1.785930913346253,3.117780520640109,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000059378,PARP12,PARP12,0.9393760480791729,0.3817308823416806,1.5844486063927021,0.012,30,12,1000,999,20260919
generated,Monocyte,ENSG00000173193,PARP14,PARP14,0.8116168474082451,0.5669313349786802,1.0584460766031472,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000138496,PARP9,PARP9,0.8851667664132297,0.503586876203975,1.2972409154738318,0.002,30,12,1000,999,20260919
generated,Monocyte,ENSG00000188313,PLSCR1,PLSCR1,0.9950002772784666,0.7613391165750412,1.2001305851922046,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000138035,PNPT1,PNPT1,0.5857812647026364,0.2662728260464295,0.8767851882364249,0.014,30,12,1000,999,20260919
generated,Monocyte,ENSG00000104312,RIPK2,RIPK2,0.3725775411238293,-0.044841289442512706,0.797282820114398,0.175,30,12,1000,999,20260919
generated,Monocyte,ENSG00000092098,RNF31,RNF31,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000134321,RSAD2,RSAD2,2.186789850329871,1.414600211623973,2.961792251415949,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000205413,SAMD9,SAMD9,0.8284868411989899,0.5212544850345529,1.127820760873803,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000177409,SAMD9L,SAMD9L,1.4842516077749823,1.0085846363439777,1.9367092257353231,0.001,30,12,1000,999,20260919
generated,Monocyte,ENSG00000188404,SELL,SELL,0.2426814827429935,0.1070803103739372,0.3762120634503898,0.02,30,12,1000,999,20260919
generated,Monocyte,ENSG00000135899,SP110,SP110,0.3396746072693738,0.1692543156517403,0.5012492994762896,0.013,30,12,1000,999,20260919
generated,Monocyte,ENSG00000170581,STAT2,STAT2,0.36382889732506946,0.13160845357729145,0.6041803048634318,0.018,30,12,1000,999,20260919
generated,Monocyte,ENSG00000196116,TDRD7,TDRD7,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000146859,TMEM140,TMEM140,0.0,0.0,0.0,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000135148,TRAFD1,TRAFD1,0.20346164391866312,0.017414003617629986,0.4174140409153769,0.279,30,12,1000,999,20260919
generated,Monocyte,ENSG00000106785,TRIM14,TRIM14,0.2923696253881753,-0.01194927683664732,0.6105028572035426,0.093,30,12,1000,999,20260919
generated,Monocyte,ENSG00000121060,TRIM25,TRIM25,0.48063829920671547,-0.0852919986649901,0.9985743322410875,0.142,30,12,1000,999,20260919
generated,Monocyte,ENSG00000132256,TRIM5,TRIM5,0.032869835615307014,0.0,0.09644469512690289,1.0,30,12,1000,999,20260919
generated,Monocyte,ENSG00000182179,UBA7,UBA7,0.1580218023986573,0.022223831613392996,0.3362891020580547,0.382,30,12,1000,999,20260919
generated,Monocyte,ENSG00000184979,USP18,USP18,0.5267965174474996,0.2771553449291734,0.7554347404400302,0.047,30,12,1000,999,20260919
generated,Monocyte,ENSG00000140105,WARS,WARS1,0.5072208202613062,0.2635333653847574,0.7736211397760429,0.006,30,12,1000,999,20260919
real,Monocyte,ENSG00000019582,CD74,CD74,-0.07255175641601642,-0.28541381354393675,0.11534994371304252,0.625,30,12,1000,999,20260919
real,Monocyte,ENSG00000134326,CMPK2,CMPK2,2.1538044198345694,1.6346990936327987,2.6301721446744373,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000137200,CMTR1,CMTR1,0.44216607847666217,0.09085917891761357,0.789899622965426,0.021,30,12,1000,999,20260919
real,Monocyte,ENSG00000184371,CSF1,CSF1,-0.16112450593323271,-0.8346131611557988,0.5660096475090879,0.711,30,12,1000,999,20260919
real,Monocyte,ENSG00000169245,CXCL10,CXCL10,1.9223096502626726,0.9695325747463622,2.7951869754445138,0.006,30,12,1000,999,20260919
real,Monocyte,ENSG00000169248,CXCL11,CXCL11,2.4565065390050376,1.4549202206844796,3.340398505794554,0.005,30,12,1000,999,20260919
real,Monocyte,ENSG00000137628,DDX60,DDX60,1.238904941452995,0.8056683226400903,1.6476914768828899,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000055332,EIF2AK2,EIF2AK2,1.1093618755092567,0.7419188140385283,1.4164375423164677,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000133106,EPSTI1,EPSTI1,2.1343120543585097,1.579722182285211,2.67444887032384,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000112773,FAM46A,TENT5A,0.15480935983028923,-0.06890644335654998,0.3610715282865083,0.324,30,12,1000,999,20260919
real,Monocyte,ENSG00000162645,GBP2,GBP2,0.014280945424806478,-0.30278062682913776,0.3225971853440097,0.952,30,12,1000,999,20260919
real,Monocyte,ENSG00000162654,GBP4,GBP4,0.3488215839563126,-0.02037748126882053,0.7007585721451204,0.219,30,12,1000,999,20260919
real,Monocyte,ENSG00000137198,GMPR,GMPR,2.1099549015869488,1.5601607101048276,2.6550873370306314,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000130589,HELZ2,HELZ2,0.8333455570846269,0.43893567294357533,1.2694824764749701,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000138642,HERC6,HERC6,1.1054318403624226,0.6409443798661173,1.5434151456461898,0.004,30,12,1000,999,20260919
real,Monocyte,ENSG00000165949,IFI27,IFI27,7.301230128200599,5.844670684992425,8.893605444623512,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000216490,IFI30,IFI30,0.2357793561514444,-0.05887484996926347,0.5029094213634576,0.201,30,12,1000,999,20260919
real,Monocyte,ENSG00000068079,IFI35,IFI35,0.9816083127751069,0.594275144611815,1.3531612999452887,0.002,30,12,1000,999,20260919
real,Monocyte,ENSG00000137965,IFI44,IFI44,2.0847437400931534,1.5841196768273034,2.5633987822453235,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000137959,IFI44L,IFI44L,2.8665161464403175,2.116512661446791,3.640747620177768,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000115267,IFIH1,IFIH1,1.2581936035711232,0.7883844479459641,1.6715632391170825,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000119922,IFIT2,IFIT2,1.556081136406805,0.8938555065594066,2.14704526863991,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000119917,IFIT3,IFIT3,2.004710317214385,1.222150688241422,2.738677057639837,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000185885,IFITM1,IFITM1,1.8868367540884696,1.033646745965359,2.826077711524526,0.007,30,12,1000,999,20260919
real,Monocyte,ENSG00000185201,IFITM2,IFITM2,0.33654801578968674,-0.05543450074240343,0.7428596261958998,0.148,30,12,1000,999,20260919
real,Monocyte,ENSG00000142089,IFITM3,IFITM3,1.3394440737529854,0.679628391467654,2.108253128220702,0.003,30,12,1000,999,20260919
real,Monocyte,ENSG00000164136,IL15,IL15,0.25669373786204003,-0.014471641517623318,0.5421290415231236,0.153,30,12,1000,999,20260919
real,Monocyte,ENSG00000077238,IL4R,IL4R,-0.035102712393296806,-0.21038496602636728,0.11407696108979579,0.763,30,12,1000,999,20260919
real,Monocyte,ENSG00000104432,IL7,IL7,0.03912222881869449,-0.38996148041981527,0.46438001765307807,0.879,30,12,1000,999,20260919
real,Monocyte,ENSG00000185507,IRF7,IRF7,1.0846973373681936,0.6664799754042358,1.4629418024988523,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000187608,ISG15,ISG15,2.1310590018690685,1.534681055396989,2.7095962864827166,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000172183,ISG20,ISG20,0.9076320115023205,0.5215071806022398,1.264272280524506,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000078081,LAMP3,LAMP3,0.18507828289201536,-0.20340782963733778,0.5476510169763962,0.449,30,12,1000,999,20260919
real,Monocyte,ENSG00000002549,LAP3,LAP3,0.8722969945872234,0.5005204605836311,1.2722280516937563,0.002,30,12,1000,999,20260919
real,Monocyte,ENSG00000139679,LPAR6,LPAR6,0.2519991855015128,-0.08690847386447736,0.5983544675444519,0.339,30,12,1000,999,20260919
real,Monocyte,ENSG00000155363,MOV10,MOV10,0.257399515024655,-0.06778583935460908,0.603353517818387,0.214,30,12,1000,999,20260919
real,Monocyte,ENSG00000157601,MX1,MX1,1.8471375645685646,1.2895157435446716,2.3878001614748676,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000089127,OAS1,OAS1,0.6598903518568774,0.2484459470676896,1.059300917697146,0.049,30,12,1000,999,20260919
real,Monocyte,ENSG00000135114,OASL,OASL,1.941193497964697,1.4430536339194546,2.416196724874523,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000059378,PARP12,PARP12,0.8299021478301889,0.48750418011813285,1.1559410572749786,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000173193,PARP14,PARP14,0.8579145148664998,0.5126642588823975,1.1995642818188579,0.004,30,12,1000,999,20260919
real,Monocyte,ENSG00000138496,PARP9,PARP9,1.2214928137292593,0.8385958060181634,1.6057808719462343,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000188313,PLSCR1,PLSCR1,1.2346800511517149,0.9257524305435448,1.4929675179250281,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000138035,PNPT1,PNPT1,0.8385565305124834,0.4632205301644853,1.2237972027281625,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000104312,RIPK2,RIPK2,0.1708653775994442,-0.1050728410742767,0.4230224740897881,0.34,30,12,1000,999,20260919
real,Monocyte,ENSG00000092098,RNF31,RNF31,0.334448961644815,-0.11556192394780243,0.9309831428428346,0.153,30,12,1000,999,20260919
real,Monocyte,ENSG00000134321,RSAD2,RSAD2,2.71554802329786,1.9846705492168353,3.3119225557143324,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000205413,SAMD9,SAMD9,0.8688004935686918,0.4733999338490699,1.2523997145932244,0.005,30,12,1000,999,20260919
real,Monocyte,ENSG00000177409,SAMD9L,SAMD9L,1.0503027451052427,0.57379887410386,1.4707994774662672,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000188404,SELL,SELL,0.5024226126778937,0.20218354834775723,0.7864844133344776,0.006,30,12,1000,999,20260919
real,Monocyte,ENSG00000135899,SP110,SP110,0.34916469897816793,0.05035187344102126,0.6095534954851319,0.071,30,12,1000,999,20260919
real,Monocyte,ENSG00000170581,STAT2,STAT2,0.6641611679112054,0.3464545219438258,0.9684878722545427,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000196116,TDRD7,TDRD7,0.8052737513450002,0.48200218102050113,1.1049037701694504,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000146859,TMEM140,TMEM140,0.8430014973355177,0.3465468810948283,1.3162559124686428,0.007,30,12,1000,999,20260919
real,Monocyte,ENSG00000135148,TRAFD1,TRAFD1,0.23150185162507655,-0.018906646407425853,0.4981792104844116,0.202,30,12,1000,999,20260919
real,Monocyte,ENSG00000106785,TRIM14,TRIM14,0.3713394591592063,0.022587527477591202,0.7230495596047569,0.058,30,12,1000,999,20260919
real,Monocyte,ENSG00000121060,TRIM25,TRIM25,0.4420074094697477,0.22433547795179423,0.6634203050817447,0.004,30,12,1000,999,20260919
real,Monocyte,ENSG00000132256,TRIM5,TRIM5,0.7733729982053447,0.4836567515152551,1.0866300370388797,0.002,30,12,1000,999,20260919
real,Monocyte,ENSG00000182179,UBA7,UBA7,0.2648498020290462,0.11713123373856908,0.4075200669217195,0.026,30,12,1000,999,20260919
real,Monocyte,ENSG00000184979,USP18,USP18,3.123853263310161,2.367000951362471,3.813689225156634,0.001,30,12,1000,999,20260919
real,Monocyte,ENSG00000140105,WARS,WARS1,0.06516161661400537,-0.22445013635331132,0.36516128554573263,0.725,30,12,1000,999,20260919
generated,NK cell,ENSG00000019582,CD74,CD74,0.3918450385274458,0.256197731406469,0.5377804929535465,0.001,29,12,1000,999,20260920
generated,NK cell,ENSG00000134326,CMPK2,CMPK2,1.8097078099476729,0.6640750280673381,3.0064405825399154,0.038,29,12,1000,999,20260920
generated,NK cell,ENSG00000137200,CMTR1,CMTR1,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000184371,CSF1,CSF1,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000169245,CXCL10,CXCL10,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000169248,CXCL11,CXCL11,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000137628,DDX60,DDX60,2.8249668794288483,1.7388055672139457,3.496056400281793,0.045,29,12,1000,999,20260920
generated,NK cell,ENSG00000055332,EIF2AK2,EIF2AK2,1.0226945276957102,0.6796183731659505,1.386439809449734,0.001,29,12,1000,999,20260920
generated,NK cell,ENSG00000133106,EPSTI1,EPSTI1,2.0837053601354327,1.4975637368751888,2.704518760818488,0.001,29,12,1000,999,20260920
generated,NK cell,ENSG00000112773,FAM46A,TENT5A,0.279935228723348,0.0,0.7158240837503872,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000162645,GBP2,GBP2,0.4307412631851495,0.1411052336687237,0.7341054826314835,0.016,29,12,1000,999,20260920
generated,NK cell,ENSG00000162654,GBP4,GBP4,0.4367518241537291,0.1684934678742534,0.6880134016633245,0.027,29,12,1000,999,20260920
generated,NK cell,ENSG00000137198,GMPR,GMPR,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000130589,HELZ2,HELZ2,0.4086604838458854,0.0,0.8018608030548068,0.742,29,12,1000,999,20260920
generated,NK cell,ENSG00000138642,HERC6,HERC6,1.1011236056908833,0.0,1.9472971784484514,0.511,29,12,1000,999,20260920
generated,NK cell,ENSG00000165949,IFI27,IFI27,1.0091298056088283,0.0,1.8978642203059761,0.787,29,12,1000,999,20260920
generated,NK cell,ENSG00000216490,IFI30,IFI30,-0.8057650515798858,-1.8229386819424673,0.6008155992222691,0.492,29,12,1000,999,20260920
generated,NK cell,ENSG00000068079,IFI35,IFI35,1.8092345871273612,1.2310494961604994,2.487984625512391,0.002,29,12,1000,999,20260920
generated,NK cell,ENSG00000137965,IFI44,IFI44,2.966470841331935,1.6388427756376942,5.045236138679401,0.002,29,12,1000,999,20260920
generated,NK cell,ENSG00000137959,IFI44L,IFI44L,2.7426054646313127,1.812128318534542,3.763209657817815,0.001,29,12,1000,999,20260920
generated,NK cell,ENSG00000115267,IFIH1,IFIH1,0.4710968085777269,0.0,0.8256438296672038,0.444,29,12,1000,999,20260920
generated,NK cell,ENSG00000119922,IFIT2,IFIT2,2.5259333832336637,1.5320386363885712,3.246052473438884,0.041,29,12,1000,999,20260920
generated,NK cell,ENSG00000119917,IFIT3,IFIT3,2.7251147873816266,1.5132344262421862,4.194683850433479,0.005,29,12,1000,999,20260920
generated,NK cell,ENSG00000185885,IFITM1,IFITM1,-0.017984928724529035,-0.12713893884422994,0.08407632776278509,0.815,29,12,1000,999,20260920
generated,NK cell,ENSG00000185201,IFITM2,IFITM2,0.004039060150264761,-0.05204159693198777,0.058405420162880174,0.916,29,12,1000,999,20260920
generated,NK cell,ENSG00000142089,IFITM3,IFITM3,0.5404624108001576,0.344315447006368,0.7103205431737473,0.001,29,12,1000,999,20260920
generated,NK cell,ENSG00000164136,IL15,IL15,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
generated,NK cell,ENSG00000077238,IL4R,IL4R,-0.27718680738011536,-0.7093622124655492,0.15777754786388887,0.268,29,12,1000,999,20260920
generated,NK cell,ENSG00000104432,IL7,IL7,0.0,0.0,0.0,1.0,29,12,1000,999,20260920
